Optimization Iteration:      1, Training Accuracy:  43.4%, Validation Accuracy:  59.4% 
Optimization Iteration:     11, Training Accuracy:  66.8%, Validation Accuracy:  71.8% 
Optimization Iteration:     21, Training Accuracy:  53.1%, Validation Accuracy:  59.0% 
Optimization Iteration:     31, Training Accuracy:  81.6%, Validation Accuracy:  84.8% 
Optimization Iteration:     41, Training Accuracy:  66.4%, Validation Accuracy:  85.2% 
Optimization Iteration:     51, Training Accuracy:  55.5%, Validation Accuracy:  73.6% 
Optimization Iteration:     61, Training Accuracy:  74.2%, Validation Accuracy:  86.6% 
Optimization Iteration:     71, Training Accuracy:  71.9%, Validation Accuracy:  83.8% 
Optimization Iteration:     81, Training Accuracy:  74.6%, Validation Accuracy:  83.6% 
Optimization Iteration:     91, Training Accuracy:  73.8%, Validation Accuracy:  86.6% 
Optimization Iteration:    101, Training Accuracy:  68.8%, Validation Accuracy:  87.6% 
Optimization Iteration:    111, Training Accuracy:  85.2%, Validation Accuracy:  84.8% 
Optimization Iteration:    121, Training Accuracy:  85.2%, Validation Accuracy:  88.2% 
Optimization Iteration:    131, Training Accuracy:  78.1%, Validation Accuracy:  84.6% 
Optimization Iteration:    141, Training Accuracy:  82.0%, Validation Accuracy:  90.0% 
Optimization Iteration:    151, Training Accuracy:  81.6%, Validation Accuracy:  76.0% 
Optimization Iteration:    161, Training Accuracy:  88.7%, Validation Accuracy:  82.0% 
Optimization Iteration:    171, Training Accuracy:  82.4%, Validation Accuracy:  87.2% 
Optimization Iteration:    181, Training Accuracy:  85.9%, Validation Accuracy:  85.2% 
Optimization Iteration:    191, Training Accuracy:  87.5%, Validation Accuracy:  86.2% 
Optimization Iteration:    201, Training Accuracy:  84.4%, Validation Accuracy:  84.2% 
Optimization Iteration:    211, Training Accuracy:  91.0%, Validation Accuracy:  80.0% 
Optimization Iteration:    221, Training Accuracy:  85.5%, Validation Accuracy:  79.8% 
Optimization Iteration:    231, Training Accuracy:  89.5%, Validation Accuracy:  83.4% 
Optimization Iteration:    241, Training Accuracy:  89.1%, Validation Accuracy:  80.6% 
Optimization Iteration:    251, Training Accuracy:  80.9%, Validation Accuracy:  84.6% 
Optimization Iteration:    261, Training Accuracy:  92.2%, Validation Accuracy:  90.0% 
Optimization Iteration:    271, Training Accuracy:  79.3%, Validation Accuracy:  91.4% 
